Frame	Phase
45687	CalotTriangleDissection
45688	CalotTriangleDissection
45689	CalotTriangleDissection
45690	CalotTriangleDissection
45691	CalotTriangleDissection
45692	CalotTriangleDissection
45693	CalotTriangleDissection
45694	CalotTriangleDissection
45695	CalotTriangleDissection
45696	CalotTriangleDissection
45697	CalotTriangleDissection
45698	CalotTriangleDissection
45699	CalotTriangleDissection
45700	CalotTriangleDissection
45701	CalotTriangleDissection
45702	CalotTriangleDissection
45703	CalotTriangleDissection
45704	CalotTriangleDissection
45705	CalotTriangleDissection
45706	CalotTriangleDissection
45707	CalotTriangleDissection
45708	CalotTriangleDissection
45709	CalotTriangleDissection
45710	CalotTriangleDissection
45711	CalotTriangleDissection
45712	CalotTriangleDissection
45713	CalotTriangleDissection
45714	CalotTriangleDissection
45715	CalotTriangleDissection
45716	CalotTriangleDissection
45717	CalotTriangleDissection
45718	CalotTriangleDissection
45719	CalotTriangleDissection
45720	CalotTriangleDissection
45721	CalotTriangleDissection
45722	CalotTriangleDissection
45723	CalotTriangleDissection
45724	CalotTriangleDissection
45725	CalotTriangleDissection
45726	CalotTriangleDissection
45727	CalotTriangleDissection
45728	CalotTriangleDissection
45729	CalotTriangleDissection
45730	CalotTriangleDissection
45731	CalotTriangleDissection
45732	CalotTriangleDissection
45733	CalotTriangleDissection
45734	CalotTriangleDissection
45735	CalotTriangleDissection
45736	CalotTriangleDissection
45737	CalotTriangleDissection
45738	CalotTriangleDissection
45739	CalotTriangleDissection
45740	CalotTriangleDissection
45741	CalotTriangleDissection
45742	CalotTriangleDissection
45743	CalotTriangleDissection
45744	CalotTriangleDissection
45745	CalotTriangleDissection
45746	CalotTriangleDissection
45747	CalotTriangleDissection
45748	CalotTriangleDissection
45749	CalotTriangleDissection
45750	CalotTriangleDissection
45751	CalotTriangleDissection
45752	CalotTriangleDissection
45753	CalotTriangleDissection
45754	CalotTriangleDissection
45755	CalotTriangleDissection
45756	CalotTriangleDissection
45757	CalotTriangleDissection
45758	CalotTriangleDissection
45759	CalotTriangleDissection
45760	CalotTriangleDissection
45761	CalotTriangleDissection
45762	CalotTriangleDissection
45763	CalotTriangleDissection
45764	CalotTriangleDissection
45765	CalotTriangleDissection
45766	CalotTriangleDissection
45767	CalotTriangleDissection
45768	CalotTriangleDissection
45769	CalotTriangleDissection
45770	CalotTriangleDissection
45771	CalotTriangleDissection
45772	CalotTriangleDissection
45773	CalotTriangleDissection
45774	CalotTriangleDissection
45775	CalotTriangleDissection
45776	CalotTriangleDissection
45777	CalotTriangleDissection
45778	CalotTriangleDissection
45779	CalotTriangleDissection
45780	CalotTriangleDissection
45781	CalotTriangleDissection
45782	CalotTriangleDissection
45783	CalotTriangleDissection
45784	CalotTriangleDissection
45785	CalotTriangleDissection
45786	CalotTriangleDissection
45787	CalotTriangleDissection
45788	CalotTriangleDissection
45789	CalotTriangleDissection
45790	CalotTriangleDissection
45791	CalotTriangleDissection
45792	CalotTriangleDissection
45793	CalotTriangleDissection
45794	CalotTriangleDissection
45795	CalotTriangleDissection
45796	CalotTriangleDissection
45797	CalotTriangleDissection
45798	CalotTriangleDissection
45799	CalotTriangleDissection
45800	CalotTriangleDissection
45801	CalotTriangleDissection
45802	CalotTriangleDissection
45803	CalotTriangleDissection
45804	CalotTriangleDissection
45805	CalotTriangleDissection
45806	CalotTriangleDissection
45807	CalotTriangleDissection
45808	CalotTriangleDissection
45809	CalotTriangleDissection
45810	CalotTriangleDissection
45811	CalotTriangleDissection
45812	CalotTriangleDissection
45813	CalotTriangleDissection
45814	CalotTriangleDissection
45815	CalotTriangleDissection
45816	CalotTriangleDissection
45817	CalotTriangleDissection
45818	CalotTriangleDissection
45819	CalotTriangleDissection
45820	CalotTriangleDissection
45821	CalotTriangleDissection
45822	CalotTriangleDissection
45823	CalotTriangleDissection
45824	CalotTriangleDissection
45825	CalotTriangleDissection
45826	CalotTriangleDissection
45827	CalotTriangleDissection
45828	CalotTriangleDissection
45829	CalotTriangleDissection
45830	CalotTriangleDissection
45831	CalotTriangleDissection
45832	CalotTriangleDissection
45833	CalotTriangleDissection
45834	CalotTriangleDissection
45835	CalotTriangleDissection
45836	CalotTriangleDissection
45837	CalotTriangleDissection
45838	CalotTriangleDissection
45839	CalotTriangleDissection
45840	CalotTriangleDissection
45841	CalotTriangleDissection
45842	CalotTriangleDissection
45843	CalotTriangleDissection
45844	CalotTriangleDissection
45845	CalotTriangleDissection
45846	CalotTriangleDissection
45847	CalotTriangleDissection
45848	CalotTriangleDissection
45849	CalotTriangleDissection
45850	CalotTriangleDissection
45851	CalotTriangleDissection
45852	CalotTriangleDissection
45853	CalotTriangleDissection
45854	CalotTriangleDissection
45855	CalotTriangleDissection
45856	CalotTriangleDissection
45857	CalotTriangleDissection
45858	CalotTriangleDissection
45859	CalotTriangleDissection
45860	CalotTriangleDissection
45861	CalotTriangleDissection
45862	CalotTriangleDissection
45863	CalotTriangleDissection
45864	CalotTriangleDissection
45865	CalotTriangleDissection
45866	CalotTriangleDissection
45867	CalotTriangleDissection
45868	CalotTriangleDissection
45869	CalotTriangleDissection
45870	CalotTriangleDissection
45871	CalotTriangleDissection
45872	CalotTriangleDissection
45873	CalotTriangleDissection
45874	CalotTriangleDissection
45875	CalotTriangleDissection
45876	CalotTriangleDissection
45877	CalotTriangleDissection
45878	CalotTriangleDissection
45879	CalotTriangleDissection
45880	CalotTriangleDissection
45881	CalotTriangleDissection
45882	CalotTriangleDissection
45883	CalotTriangleDissection
45884	CalotTriangleDissection
45885	CalotTriangleDissection
45886	CalotTriangleDissection
45887	CalotTriangleDissection
45888	CalotTriangleDissection
45889	CalotTriangleDissection
45890	CalotTriangleDissection
45891	CalotTriangleDissection
45892	CalotTriangleDissection
45893	CalotTriangleDissection
45894	CalotTriangleDissection
45895	CalotTriangleDissection
45896	CalotTriangleDissection
45897	CalotTriangleDissection
45898	CalotTriangleDissection
45899	CalotTriangleDissection
45900	CalotTriangleDissection
45901	CalotTriangleDissection
45902	CalotTriangleDissection
45903	CalotTriangleDissection
45904	CalotTriangleDissection
45905	CalotTriangleDissection
45906	CalotTriangleDissection
45907	CalotTriangleDissection
45908	CalotTriangleDissection
45909	CalotTriangleDissection
45910	CalotTriangleDissection
45911	CalotTriangleDissection
45912	CalotTriangleDissection
45913	CalotTriangleDissection
45914	CalotTriangleDissection
45915	CalotTriangleDissection
45916	CalotTriangleDissection
45917	CalotTriangleDissection
45918	CalotTriangleDissection
45919	CalotTriangleDissection
45920	CalotTriangleDissection
45921	CalotTriangleDissection
45922	CalotTriangleDissection
45923	CalotTriangleDissection
45924	CalotTriangleDissection
45925	CalotTriangleDissection
45926	CalotTriangleDissection
45927	CalotTriangleDissection
45928	CalotTriangleDissection
45929	CalotTriangleDissection
45930	CalotTriangleDissection
45931	CalotTriangleDissection
45932	CalotTriangleDissection
45933	CalotTriangleDissection
45934	CalotTriangleDissection
45935	CalotTriangleDissection
45936	CalotTriangleDissection
45937	CalotTriangleDissection
45938	CalotTriangleDissection
45939	CalotTriangleDissection
45940	CalotTriangleDissection
45941	CalotTriangleDissection
45942	CalotTriangleDissection
45943	CalotTriangleDissection
45944	CalotTriangleDissection
45945	CalotTriangleDissection
45946	CalotTriangleDissection
45947	CalotTriangleDissection
45948	CalotTriangleDissection
45949	CalotTriangleDissection
45950	CalotTriangleDissection
45951	CalotTriangleDissection
45952	CalotTriangleDissection
45953	CalotTriangleDissection
45954	CalotTriangleDissection
45955	CalotTriangleDissection
45956	CalotTriangleDissection
45957	CalotTriangleDissection
45958	CalotTriangleDissection
45959	CalotTriangleDissection
45960	CalotTriangleDissection
45961	CalotTriangleDissection
45962	CalotTriangleDissection
45963	CalotTriangleDissection
45964	CalotTriangleDissection
45965	CalotTriangleDissection
45966	CalotTriangleDissection
45967	CalotTriangleDissection
45968	CalotTriangleDissection
45969	CalotTriangleDissection
45970	CalotTriangleDissection
45971	CalotTriangleDissection
45972	CalotTriangleDissection
45973	CalotTriangleDissection
45974	CalotTriangleDissection
45975	CalotTriangleDissection
45976	CalotTriangleDissection
45977	CalotTriangleDissection
45978	CalotTriangleDissection
45979	CalotTriangleDissection
45980	CalotTriangleDissection
45981	CalotTriangleDissection
45982	CalotTriangleDissection
45983	CalotTriangleDissection
45984	CalotTriangleDissection
45985	CalotTriangleDissection
45986	CalotTriangleDissection
45987	CalotTriangleDissection
45988	CalotTriangleDissection
45989	CalotTriangleDissection
45990	CalotTriangleDissection
45991	CalotTriangleDissection
45992	CalotTriangleDissection
45993	CalotTriangleDissection
45994	CalotTriangleDissection
45995	CalotTriangleDissection
45996	CalotTriangleDissection
45997	CalotTriangleDissection
45998	CalotTriangleDissection
45999	CalotTriangleDissection
46000	CalotTriangleDissection
46001	CalotTriangleDissection
46002	CalotTriangleDissection
46003	CalotTriangleDissection
46004	CalotTriangleDissection
46005	CalotTriangleDissection
46006	CalotTriangleDissection
46007	CalotTriangleDissection
46008	CalotTriangleDissection
46009	CalotTriangleDissection
46010	CalotTriangleDissection
46011	CalotTriangleDissection
46012	CalotTriangleDissection
46013	CalotTriangleDissection
46014	CalotTriangleDissection
46015	CalotTriangleDissection
46016	CalotTriangleDissection
46017	CalotTriangleDissection
46018	CalotTriangleDissection
46019	CalotTriangleDissection
46020	CalotTriangleDissection
46021	CalotTriangleDissection
46022	CalotTriangleDissection
46023	CalotTriangleDissection
46024	CalotTriangleDissection
46025	CalotTriangleDissection
46026	CalotTriangleDissection
46027	CalotTriangleDissection
46028	CalotTriangleDissection
46029	CalotTriangleDissection
46030	CalotTriangleDissection
46031	CalotTriangleDissection
46032	CalotTriangleDissection
46033	CalotTriangleDissection
46034	CalotTriangleDissection
46035	CalotTriangleDissection
46036	CalotTriangleDissection
46037	CalotTriangleDissection
46038	CalotTriangleDissection
46039	CalotTriangleDissection
46040	CalotTriangleDissection
46041	CalotTriangleDissection
46042	CalotTriangleDissection
46043	CalotTriangleDissection
46044	CalotTriangleDissection
46045	CalotTriangleDissection
46046	CalotTriangleDissection
46047	CalotTriangleDissection
46048	CalotTriangleDissection
46049	CalotTriangleDissection
46050	CalotTriangleDissection
46051	CalotTriangleDissection
46052	CalotTriangleDissection
46053	CalotTriangleDissection
46054	CalotTriangleDissection
46055	CalotTriangleDissection
46056	CalotTriangleDissection
46057	CalotTriangleDissection
46058	CalotTriangleDissection
46059	CalotTriangleDissection
46060	CalotTriangleDissection
46061	CalotTriangleDissection
46062	CalotTriangleDissection
46063	CalotTriangleDissection
46064	CalotTriangleDissection
46065	CalotTriangleDissection
46066	CalotTriangleDissection
46067	CalotTriangleDissection
46068	CalotTriangleDissection
46069	CalotTriangleDissection
46070	CalotTriangleDissection
46071	CalotTriangleDissection
46072	CalotTriangleDissection
46073	CalotTriangleDissection
46074	CalotTriangleDissection
46075	CalotTriangleDissection
46076	CalotTriangleDissection
46077	CalotTriangleDissection
46078	CalotTriangleDissection
46079	CalotTriangleDissection
46080	CalotTriangleDissection
46081	CalotTriangleDissection
46082	CalotTriangleDissection
46083	CalotTriangleDissection
46084	CalotTriangleDissection
46085	CalotTriangleDissection
46086	CalotTriangleDissection
46087	CalotTriangleDissection
46088	CalotTriangleDissection
46089	CalotTriangleDissection
46090	CalotTriangleDissection
46091	CalotTriangleDissection
46092	CalotTriangleDissection
46093	CalotTriangleDissection
46094	CalotTriangleDissection
46095	CalotTriangleDissection
46096	CalotTriangleDissection
46097	CalotTriangleDissection
46098	CalotTriangleDissection
46099	CalotTriangleDissection
46100	CalotTriangleDissection
46101	CalotTriangleDissection
46102	CalotTriangleDissection
46103	CalotTriangleDissection
46104	CalotTriangleDissection
46105	CalotTriangleDissection
46106	CalotTriangleDissection
46107	CalotTriangleDissection
46108	CalotTriangleDissection
46109	CalotTriangleDissection
46110	CalotTriangleDissection
46111	CalotTriangleDissection
46112	CalotTriangleDissection
46113	CalotTriangleDissection
46114	CalotTriangleDissection
46115	CalotTriangleDissection
46116	CalotTriangleDissection
46117	CalotTriangleDissection
46118	CalotTriangleDissection
46119	CalotTriangleDissection
46120	CalotTriangleDissection
46121	CalotTriangleDissection
46122	CalotTriangleDissection
46123	CalotTriangleDissection
46124	CalotTriangleDissection
46125	CalotTriangleDissection
46126	CalotTriangleDissection
46127	CalotTriangleDissection
46128	CalotTriangleDissection
46129	CalotTriangleDissection
46130	CalotTriangleDissection
46131	CalotTriangleDissection
46132	CalotTriangleDissection
46133	CalotTriangleDissection
46134	CalotTriangleDissection
46135	CalotTriangleDissection
46136	CalotTriangleDissection
46137	CalotTriangleDissection
46138	CalotTriangleDissection
46139	CalotTriangleDissection
46140	CalotTriangleDissection
46141	CalotTriangleDissection
46142	CalotTriangleDissection
46143	CalotTriangleDissection
46144	CalotTriangleDissection
46145	CalotTriangleDissection
46146	CalotTriangleDissection
46147	CalotTriangleDissection
46148	CalotTriangleDissection
46149	CalotTriangleDissection
46150	CalotTriangleDissection
46151	CalotTriangleDissection
46152	CalotTriangleDissection
46153	CalotTriangleDissection
46154	CalotTriangleDissection
46155	CalotTriangleDissection
46156	CalotTriangleDissection
46157	CalotTriangleDissection
46158	CalotTriangleDissection
46159	CalotTriangleDissection
46160	CalotTriangleDissection
46161	CalotTriangleDissection
46162	CalotTriangleDissection
46163	CalotTriangleDissection
46164	CalotTriangleDissection
46165	CalotTriangleDissection
46166	CalotTriangleDissection
46167	CalotTriangleDissection
46168	CalotTriangleDissection
46169	CalotTriangleDissection
46170	CalotTriangleDissection
46171	CalotTriangleDissection
46172	CalotTriangleDissection
46173	CalotTriangleDissection
46174	CalotTriangleDissection
46175	CalotTriangleDissection
46176	CalotTriangleDissection
46177	CalotTriangleDissection
46178	CalotTriangleDissection
46179	CalotTriangleDissection
46180	CalotTriangleDissection
46181	CalotTriangleDissection
46182	CalotTriangleDissection
46183	CalotTriangleDissection
46184	CalotTriangleDissection
46185	CalotTriangleDissection
46186	CalotTriangleDissection
46187	CalotTriangleDissection
46188	CalotTriangleDissection
46189	CalotTriangleDissection
46190	CalotTriangleDissection
46191	CalotTriangleDissection
46192	CalotTriangleDissection
46193	CalotTriangleDissection
46194	CalotTriangleDissection
46195	CalotTriangleDissection
46196	CalotTriangleDissection
46197	CalotTriangleDissection
46198	CalotTriangleDissection
46199	CalotTriangleDissection
46200	CalotTriangleDissection
46201	CalotTriangleDissection
46202	CalotTriangleDissection
46203	CalotTriangleDissection
46204	CalotTriangleDissection
46205	CalotTriangleDissection
46206	CalotTriangleDissection
46207	CalotTriangleDissection
46208	CalotTriangleDissection
46209	CalotTriangleDissection
46210	CalotTriangleDissection
46211	CalotTriangleDissection
46212	CalotTriangleDissection
46213	CalotTriangleDissection
46214	CalotTriangleDissection
46215	CalotTriangleDissection
46216	CalotTriangleDissection
46217	CalotTriangleDissection
46218	CalotTriangleDissection
46219	CalotTriangleDissection
46220	CalotTriangleDissection
46221	CalotTriangleDissection
46222	CalotTriangleDissection
46223	CalotTriangleDissection
46224	CalotTriangleDissection
46225	CalotTriangleDissection
46226	CalotTriangleDissection
46227	CalotTriangleDissection
46228	CalotTriangleDissection
46229	CalotTriangleDissection
46230	CalotTriangleDissection
46231	CalotTriangleDissection
46232	CalotTriangleDissection
46233	CalotTriangleDissection
46234	CalotTriangleDissection
46235	CalotTriangleDissection
46236	CalotTriangleDissection
46237	CalotTriangleDissection
46238	CalotTriangleDissection
46239	CalotTriangleDissection
46240	CalotTriangleDissection
46241	CalotTriangleDissection
46242	CalotTriangleDissection
46243	CalotTriangleDissection
46244	CalotTriangleDissection
46245	CalotTriangleDissection
46246	CalotTriangleDissection
46247	CalotTriangleDissection
46248	CalotTriangleDissection
46249	CalotTriangleDissection
46250	CalotTriangleDissection
46251	CalotTriangleDissection
46252	CalotTriangleDissection
46253	CalotTriangleDissection
46254	CalotTriangleDissection
46255	CalotTriangleDissection
46256	CalotTriangleDissection
46257	CalotTriangleDissection
46258	CalotTriangleDissection
46259	CalotTriangleDissection
46260	CalotTriangleDissection
46261	CalotTriangleDissection
46262	CalotTriangleDissection
46263	CalotTriangleDissection
46264	CalotTriangleDissection
46265	CalotTriangleDissection
46266	CalotTriangleDissection
46267	CalotTriangleDissection
46268	CalotTriangleDissection
46269	CalotTriangleDissection
46270	CalotTriangleDissection
46271	CalotTriangleDissection
46272	CalotTriangleDissection
46273	CalotTriangleDissection
46274	CalotTriangleDissection
46275	CalotTriangleDissection
46276	CalotTriangleDissection
46277	CalotTriangleDissection
46278	CalotTriangleDissection
46279	CalotTriangleDissection
46280	CalotTriangleDissection
46281	CalotTriangleDissection
46282	CalotTriangleDissection
46283	CalotTriangleDissection
46284	CalotTriangleDissection
46285	CalotTriangleDissection
46286	CalotTriangleDissection
46287	CalotTriangleDissection
46288	CalotTriangleDissection
46289	CalotTriangleDissection
46290	CalotTriangleDissection
46291	CalotTriangleDissection
46292	CalotTriangleDissection
46293	CalotTriangleDissection
46294	CalotTriangleDissection
46295	CalotTriangleDissection
46296	CalotTriangleDissection
46297	CalotTriangleDissection
46298	CalotTriangleDissection
46299	CalotTriangleDissection
46300	CalotTriangleDissection
46301	CalotTriangleDissection
46302	CalotTriangleDissection
46303	CalotTriangleDissection
46304	CalotTriangleDissection
46305	CalotTriangleDissection
46306	CalotTriangleDissection
46307	CalotTriangleDissection
46308	CalotTriangleDissection
46309	CalotTriangleDissection
46310	CalotTriangleDissection
46311	CalotTriangleDissection
46312	CalotTriangleDissection
46313	CalotTriangleDissection
46314	CalotTriangleDissection
46315	CalotTriangleDissection
46316	CalotTriangleDissection
46317	CalotTriangleDissection
46318	CalotTriangleDissection
46319	CalotTriangleDissection
46320	CalotTriangleDissection
46321	CalotTriangleDissection
46322	CalotTriangleDissection
46323	CalotTriangleDissection
46324	CalotTriangleDissection
46325	CalotTriangleDissection
46326	CalotTriangleDissection
46327	CalotTriangleDissection
46328	CalotTriangleDissection
46329	CalotTriangleDissection
46330	CalotTriangleDissection
46331	CalotTriangleDissection
46332	CalotTriangleDissection
46333	CalotTriangleDissection
46334	CalotTriangleDissection
46335	CalotTriangleDissection
46336	CalotTriangleDissection
46337	CalotTriangleDissection
46338	CalotTriangleDissection
46339	CalotTriangleDissection
46340	CalotTriangleDissection
46341	CalotTriangleDissection
46342	CalotTriangleDissection
46343	CalotTriangleDissection
46344	CalotTriangleDissection
46345	CalotTriangleDissection
46346	CalotTriangleDissection
46347	CalotTriangleDissection
46348	CalotTriangleDissection
46349	CalotTriangleDissection
46350	CalotTriangleDissection
46351	CalotTriangleDissection
46352	CalotTriangleDissection
46353	CalotTriangleDissection
46354	CalotTriangleDissection
46355	CalotTriangleDissection
46356	CalotTriangleDissection
46357	CalotTriangleDissection
46358	CalotTriangleDissection
46359	CalotTriangleDissection
46360	CalotTriangleDissection
46361	CalotTriangleDissection
46362	CalotTriangleDissection
46363	CalotTriangleDissection
46364	CalotTriangleDissection
46365	CalotTriangleDissection
46366	CalotTriangleDissection
46367	CalotTriangleDissection
46368	CalotTriangleDissection
46369	CalotTriangleDissection
46370	CalotTriangleDissection
46371	CalotTriangleDissection
46372	CalotTriangleDissection
46373	CalotTriangleDissection
46374	CalotTriangleDissection
46375	CalotTriangleDissection
46376	CalotTriangleDissection
46377	CalotTriangleDissection
46378	CalotTriangleDissection
46379	CalotTriangleDissection
46380	CalotTriangleDissection
46381	CalotTriangleDissection
46382	CalotTriangleDissection
46383	CalotTriangleDissection
46384	CalotTriangleDissection
46385	CalotTriangleDissection
46386	CalotTriangleDissection
46387	CalotTriangleDissection
46388	CalotTriangleDissection
46389	CalotTriangleDissection
46390	CalotTriangleDissection
46391	CalotTriangleDissection
46392	CalotTriangleDissection
46393	CalotTriangleDissection
46394	CalotTriangleDissection
46395	CalotTriangleDissection
46396	CalotTriangleDissection
46397	CalotTriangleDissection
46398	CalotTriangleDissection
46399	CalotTriangleDissection
46400	CalotTriangleDissection
46401	CalotTriangleDissection
46402	CalotTriangleDissection
46403	CalotTriangleDissection
46404	CalotTriangleDissection
46405	CalotTriangleDissection
46406	CalotTriangleDissection
46407	CalotTriangleDissection
46408	CalotTriangleDissection
46409	CalotTriangleDissection
46410	CalotTriangleDissection
46411	CalotTriangleDissection
46412	CalotTriangleDissection
46413	CalotTriangleDissection
46414	CalotTriangleDissection
46415	CalotTriangleDissection
46416	CalotTriangleDissection
46417	CalotTriangleDissection
46418	CalotTriangleDissection
46419	CalotTriangleDissection
46420	CalotTriangleDissection
46421	CalotTriangleDissection
46422	CalotTriangleDissection
46423	CalotTriangleDissection
46424	CalotTriangleDissection
46425	CalotTriangleDissection
46426	CalotTriangleDissection
46427	CalotTriangleDissection
46428	CalotTriangleDissection
46429	CalotTriangleDissection
46430	CalotTriangleDissection
46431	CalotTriangleDissection
46432	CalotTriangleDissection
46433	CalotTriangleDissection
46434	CalotTriangleDissection
46435	CalotTriangleDissection
46436	CalotTriangleDissection
46437	CalotTriangleDissection
46438	CalotTriangleDissection
46439	CalotTriangleDissection
46440	CalotTriangleDissection
46441	CalotTriangleDissection
46442	CalotTriangleDissection
46443	CalotTriangleDissection
46444	CalotTriangleDissection
46445	CalotTriangleDissection
46446	CalotTriangleDissection
46447	CalotTriangleDissection
46448	CalotTriangleDissection
46449	CalotTriangleDissection
46450	CalotTriangleDissection
46451	CalotTriangleDissection
46452	CalotTriangleDissection
46453	CalotTriangleDissection
46454	CalotTriangleDissection
46455	CalotTriangleDissection
46456	CalotTriangleDissection
46457	CalotTriangleDissection
46458	CalotTriangleDissection
46459	CalotTriangleDissection
46460	CalotTriangleDissection
46461	CalotTriangleDissection
46462	CalotTriangleDissection
46463	CalotTriangleDissection
46464	CalotTriangleDissection
46465	CalotTriangleDissection
46466	CalotTriangleDissection
46467	CalotTriangleDissection
46468	CalotTriangleDissection
46469	CalotTriangleDissection
46470	CalotTriangleDissection
46471	CalotTriangleDissection
46472	CalotTriangleDissection
46473	CalotTriangleDissection
46474	CalotTriangleDissection
46475	CalotTriangleDissection
46476	CalotTriangleDissection
46477	CalotTriangleDissection
46478	CalotTriangleDissection
46479	CalotTriangleDissection
46480	CalotTriangleDissection
46481	CalotTriangleDissection
46482	CalotTriangleDissection
46483	CalotTriangleDissection
46484	CalotTriangleDissection
46485	CalotTriangleDissection
46486	CalotTriangleDissection
46487	CalotTriangleDissection
46488	CalotTriangleDissection
46489	CalotTriangleDissection
46490	CalotTriangleDissection
46491	CalotTriangleDissection
46492	CalotTriangleDissection
46493	CalotTriangleDissection
46494	CalotTriangleDissection
46495	CalotTriangleDissection
46496	CalotTriangleDissection
46497	CalotTriangleDissection
46498	CalotTriangleDissection
46499	CalotTriangleDissection
46500	CalotTriangleDissection
46501	CalotTriangleDissection
46502	CalotTriangleDissection
46503	CalotTriangleDissection
46504	CalotTriangleDissection
46505	CalotTriangleDissection
46506	CalotTriangleDissection
46507	CalotTriangleDissection
46508	CalotTriangleDissection
46509	CalotTriangleDissection
46510	CalotTriangleDissection
46511	CalotTriangleDissection
46512	CalotTriangleDissection
46513	CalotTriangleDissection
46514	CalotTriangleDissection
46515	CalotTriangleDissection
46516	CalotTriangleDissection
46517	CalotTriangleDissection
46518	CalotTriangleDissection
46519	CalotTriangleDissection
46520	CalotTriangleDissection
46521	CalotTriangleDissection
46522	CalotTriangleDissection
46523	CalotTriangleDissection
46524	CalotTriangleDissection
46525	CalotTriangleDissection
46526	CalotTriangleDissection
46527	CalotTriangleDissection
46528	CalotTriangleDissection
46529	CalotTriangleDissection
46530	CalotTriangleDissection
46531	CalotTriangleDissection
46532	CalotTriangleDissection
46533	CalotTriangleDissection
46534	CalotTriangleDissection
46535	CalotTriangleDissection
46536	CalotTriangleDissection
46537	CalotTriangleDissection
46538	CalotTriangleDissection
46539	CalotTriangleDissection
46540	CalotTriangleDissection
46541	CalotTriangleDissection
46542	CalotTriangleDissection
46543	CalotTriangleDissection
46544	CalotTriangleDissection
46545	CalotTriangleDissection
46546	CalotTriangleDissection
46547	CalotTriangleDissection
46548	CalotTriangleDissection
46549	CalotTriangleDissection
46550	CalotTriangleDissection
46551	CalotTriangleDissection
46552	CalotTriangleDissection
46553	CalotTriangleDissection
46554	CalotTriangleDissection
46555	CalotTriangleDissection
46556	CalotTriangleDissection
46557	CalotTriangleDissection
46558	CalotTriangleDissection
46559	CalotTriangleDissection
46560	CalotTriangleDissection
46561	CalotTriangleDissection
46562	CalotTriangleDissection
46563	CalotTriangleDissection
46564	CalotTriangleDissection
46565	CalotTriangleDissection
46566	CalotTriangleDissection
46567	CalotTriangleDissection
46568	CalotTriangleDissection
46569	CalotTriangleDissection
46570	CalotTriangleDissection
46571	CalotTriangleDissection
46572	CalotTriangleDissection
46573	CalotTriangleDissection
46574	CalotTriangleDissection
46575	CalotTriangleDissection
46576	CalotTriangleDissection
46577	CalotTriangleDissection
46578	CalotTriangleDissection
46579	CalotTriangleDissection
46580	CalotTriangleDissection
46581	CalotTriangleDissection
46582	CalotTriangleDissection
46583	CalotTriangleDissection
46584	CalotTriangleDissection
46585	CalotTriangleDissection
46586	CalotTriangleDissection
46587	CalotTriangleDissection
46588	CalotTriangleDissection
46589	CalotTriangleDissection
46590	CalotTriangleDissection
46591	CalotTriangleDissection
46592	CalotTriangleDissection
46593	CalotTriangleDissection
46594	CalotTriangleDissection
46595	CalotTriangleDissection
46596	CalotTriangleDissection
46597	CalotTriangleDissection
46598	CalotTriangleDissection
46599	CalotTriangleDissection
46600	CalotTriangleDissection
46601	CalotTriangleDissection
46602	CalotTriangleDissection
46603	CalotTriangleDissection
46604	CalotTriangleDissection
46605	CalotTriangleDissection
46606	CalotTriangleDissection
46607	CalotTriangleDissection
46608	CalotTriangleDissection
46609	CalotTriangleDissection
46610	CalotTriangleDissection
46611	CalotTriangleDissection
46612	CalotTriangleDissection
46613	CalotTriangleDissection
46614	CalotTriangleDissection
46615	CalotTriangleDissection
46616	CalotTriangleDissection
46617	CalotTriangleDissection
46618	CalotTriangleDissection
46619	CalotTriangleDissection
46620	CalotTriangleDissection
46621	CalotTriangleDissection
46622	CalotTriangleDissection
46623	CalotTriangleDissection
46624	CalotTriangleDissection
46625	CalotTriangleDissection
46626	CalotTriangleDissection
46627	CalotTriangleDissection
46628	CalotTriangleDissection
46629	CalotTriangleDissection
46630	CalotTriangleDissection
46631	CalotTriangleDissection
46632	CalotTriangleDissection
46633	CalotTriangleDissection
46634	CalotTriangleDissection
46635	CalotTriangleDissection
46636	CalotTriangleDissection
46637	CalotTriangleDissection
46638	CalotTriangleDissection
46639	CalotTriangleDissection
46640	CalotTriangleDissection
46641	CalotTriangleDissection
46642	CalotTriangleDissection
46643	CalotTriangleDissection
46644	CalotTriangleDissection
46645	CalotTriangleDissection
46646	CalotTriangleDissection
46647	CalotTriangleDissection
46648	CalotTriangleDissection
46649	CalotTriangleDissection
46650	CalotTriangleDissection
46651	CalotTriangleDissection
46652	CalotTriangleDissection
46653	CalotTriangleDissection
46654	CalotTriangleDissection
46655	CalotTriangleDissection
46656	CalotTriangleDissection
46657	CalotTriangleDissection
46658	CalotTriangleDissection
46659	CalotTriangleDissection
46660	CalotTriangleDissection
46661	CalotTriangleDissection
46662	CalotTriangleDissection
46663	CalotTriangleDissection
46664	CalotTriangleDissection
46665	CalotTriangleDissection
46666	CalotTriangleDissection
46667	CalotTriangleDissection
46668	CalotTriangleDissection
46669	CalotTriangleDissection
46670	CalotTriangleDissection
46671	CalotTriangleDissection
46672	CalotTriangleDissection
46673	CalotTriangleDissection
46674	CalotTriangleDissection
46675	CalotTriangleDissection
46676	CalotTriangleDissection
46677	CalotTriangleDissection
46678	CalotTriangleDissection
46679	CalotTriangleDissection
46680	CalotTriangleDissection
46681	CalotTriangleDissection
46682	CalotTriangleDissection
46683	CalotTriangleDissection
46684	CalotTriangleDissection
46685	CalotTriangleDissection
